employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-43999060,Jodi,Lindsey,Male,New York,New York City,2019-01-22,Operations,Inventory Specialist,High School,53469,Good,Yes,1997-08-16,
00-50106013,Hannah,Mccormick,Male,Michigan,Warren,2017-04-04,Customer Service,Help Desk Technician,High School,89784,Needs Improvement,No,1984-10-02,
00-16991067,Johnny,Cruz,Female,New York,Buffalo,2023-09-06,Operations,Logistics Coordinator,Bachelor,63061,Good,No,1974-10-31,
00-39231043,Susan,Cox,Female,Pennsylvania,Pittsburgh,2024-11-11,Operations,Logistics Coordinator,Bachelor,59936,Satisfactory,Yes,1986-08-25,
00-41670798,Gina,Nichols,Male,New York,New York City,2021-04-02,IT,Software Developer,Bachelor,86801,Good,No,1998-03-06,
00-53555463,Mia,Price,Male,Michigan,Grand Rapids,2015-12-20,Customer Service,Customer Service Manager,Bachelor,95403,Good,Yes,1988-04-25,
00-47057520,Susan,Pennington,Female,Michigan,Grand Rapids,2020-12-22,Customer Service,Customer Service Representative,Bachelor,54793,Good,No,1987-12-18,
00-63124490,Jonathan,Davis,Male,New York,Rochester,2023-11-16,IT,Software Developer,Bachelor,91135,Good,No,1982-07-03,
00-11198544,Katherine,Evans,Male,New York,New York City,2024-11-29,Sales,Sales Specialist,Bachelor,80860,Good,Yes,1984-05-29,
00-87990837,Pamela,Moon,Female,New York,Rochester,2023-09-03,IT,IT Support Specialist,High School,62778,Good,No,1992-05-30,
00-73789750,Logan,Burnett,Male,New York,New York City,2022-09-08,Operations,Logistics Coordinator,Bachelor,62644,Good,No,1989-05-26,
00-30802666,Richard,Johnson,Female,New York,Buffalo,2018-12-03,Operations,Inventory Specialist,Bachelor,58284,Satisfactory,No,1986-05-30,
00-22009789,Christopher,Chan,Female,New York,Buffalo,2017-07-10,HR,Recruiter,Bachelor,58202,Satisfactory,Yes,1980-12-06,
00-77098020,Thomas,Gutierrez,Female,Virginia,Norfolk,2016-11-22,HR,Recruiter,Bachelor,64250,Good,Yes,1999-07-24,
00-93033107,Marvin,Henderson,Male,New York,Buffalo,2018-12-23,Operations,Operations Analyst,Master,84177,Excellent,No,1994-12-02,
00-93903841,Lori,Holloway,Male,Virginia,Norfolk,2016-09-28,IT,System Administrator,Bachelor,107615,Good,No,1981-06-25,
00-57716774,Jose,Jones,Female,New York,New York City,2021-06-13,Operations,Operations Analyst,Master,69894,Good,No,1964-03-15,
00-81988124,Carrie,Li,Female,New York,Rochester,2023-10-14,IT,Software Developer,Master,92061,Satisfactory,Yes,1991-05-05,
00-26888275,Mark,Neal,Female,New York,Rochester,2019-10-23,Sales,Sales Specialist,Bachelor,60219,Satisfactory,No,1979-08-06,
00-52512063,Brett,May,Female,New York,Buffalo,2024-09-01,IT,Software Developer,Master,107463,Good,No,1965-07-27,
00-96522918,Scott,Davidson,Male,New York,Buffalo,2022-01-02,Operations,Logistics Coordinator,Bachelor,62643,Excellent,No,1988-06-27,
00-68883853,Richard,Fuller,Male,New York,Buffalo,2022-05-02,Operations,Operations Analyst,Master,69711,Needs Improvement,No,1996-01-13,
00-12865928,Barbara,Rodriguez,Male,New York,New York City,2022-04-07,Operations,Inventory Specialist,High School,61288,Excellent,Yes,2004-11-19,
00-58072427,Zachary,Booker,Male,New York,Rochester,2022-11-19,Sales,Sales Representative,Bachelor,73900,Good,No,1983-10-07,
00-43647879,Debra,Anderson,Female,New York,Rochester,2023-08-19,Sales,Sales Representative,Bachelor,65564,Satisfactory,Yes,1984-07-12,
00-75136149,Gina,Sparks,Male,New York,Rochester,2022-05-05,Customer Service,Support Specialist,High School,57055,Satisfactory,Yes,1991-06-14,
00-85031037,Shannon,Russo,Female,New York,New York City,2017-02-21,Finance,Accounts Payable Specialist,Bachelor,63565,Satisfactory,No,1984-06-14,
00-75779034,Jorge,Mcdaniel,Male,New York,Buffalo,2017-11-18,IT,Software Developer,Bachelor,96690,Good,Yes,1986-08-24,
00-35048615,Mark,Campbell,Male,New York,Buffalo,2020-02-02,Customer Service,Customer Service Representative,High School,60968,Needs Improvement,No,1964-10-16,
00-53443711,Robert,White,Male,Michigan,Grand Rapids,2022-12-07,IT,Software Developer,Master,81275,Good,No,1981-10-20,
00-46953423,Nicholas,Davenport,Female,Illinois,Chicago,2023-08-10,Sales,Sales Manager,PhD,130513,Good,No,1963-11-01,
00-90353461,Jeffrey,Vaughan,Male,Ohio,Columbus,2024-12-24,Finance,Financial Analyst,Bachelor,94824,Good,Yes,1995-12-08,
00-84426456,Angelica,Salazar,Female,New York,Rochester,2017-03-30,Operations,Inventory Specialist,High School,57922,Good,Yes,2002-05-20,
00-81288059,Rebecca,Mccann,Male,New York,Buffalo,2017-03-18,Sales,Sales Representative,Bachelor,60685,Good,No,1997-01-21,
00-49684512,Jose,Christian,Male,New York,Rochester,2023-01-20,Marketing,Marketing Coordinator,Bachelor,67397,Good,Yes,1981-04-18,
00-82693120,Richard,Patterson,Female,New York,Buffalo,2018-04-12,Customer Service,Help Desk Technician,High School,84468,Needs Improvement,No,1985-09-18,
00-10096613,Edward,Rubio,Male,Pennsylvania,Allentown,2023-03-08,Customer Service,Customer Service Representative,Bachelor,61152,Good,No,1999-12-22,
00-77908497,Stacey,Wilson,Male,New York,New York City,2018-10-07,Sales,Sales Specialist,Master,66531,Good,No,1988-08-09,
00-34901990,Alicia,Ayala,Male,New York,Buffalo,2023-12-27,Sales,Sales Representative,Bachelor,65388,Needs Improvement,Yes,2000-11-10,
00-93179370,Shawn,Nunez,Male,New York,Buffalo,2023-02-16,Customer Service,Support Specialist,Bachelor,62673,Good,Yes,2005-02-09,
00-93241474,Jeffrey,Harris,Female,Ohio,Cincinnati,2017-12-01,Operations,Logistics Coordinator,Bachelor,57764,Good,No,1967-01-24,
00-18501586,Lisa,Adams,Male,New York,Rochester,2022-10-17,IT,Software Developer,Bachelor,113696,Good,Yes,1989-11-17,
00-82337519,Troy,Anderson,Male,New York,New York City,2023-11-29,IT,Software Developer,Bachelor,108032,Needs Improvement,No,1997-08-16,
00-35483846,Jamie,Lewis,Male,New York,Buffalo,2020-11-16,Operations,Inventory Specialist,High School,57421,Good,No,2001-03-04,
00-76779917,Justin,Byrd,Male,New York,Buffalo,2022-06-12,Operations,Inventory Specialist,High School,55984,Good,No,1989-07-21,
00-30687181,Henry,Sparks,Male,New York,Rochester,2021-01-12,Operations,Operations Analyst,Bachelor,82791,Good,Yes,1995-12-18,
00-53298644,Kelly,Green,Male,New York,Rochester,2019-08-28,IT,System Administrator,Bachelor,109539,Satisfactory,No,1976-11-03,
00-53221337,Shannon,Wright,Male,New York,New York City,2016-08-14,Finance,Accountant,Bachelor,78568,Good,No,1981-04-09,
00-80222787,Gabrielle,Ellis,Male,Florida,Miami,2022-01-05,Customer Service,Customer Service Representative,High School,65524,Good,No,1969-02-22,
00-15875684,Taylor,Savage,Female,Michigan,Warren,2023-09-27,IT,System Administrator,Master,81369,Satisfactory,No,1989-07-30,
00-27418007,Raymond,Lewis,Female,New York,Buffalo,2017-05-29,IT,Software Developer,Master,97389,Satisfactory,No,1988-05-26,
00-14197492,Jeanette,Fitzgerald,Female,New York,Buffalo,2017-04-10,IT,System Administrator,Master,72093,Good,Yes,1998-02-01,
00-75145297,Charles,Hawkins,Male,New York,New York City,2017-01-21,Operations,Operations Analyst,Master,69022,Good,No,1967-08-24,
00-14270425,Marvin,Young,Female,New York,Buffalo,2020-12-18,IT,IT Support Specialist,High School,58743,Good,Yes,1999-11-17,
00-62156850,Michael,Obrien,Female,New York,New York City,2022-09-18,Finance,Financial Analyst,Bachelor,69264,Excellent,No,1991-07-17,
00-80574548,Tammy,George,Male,New York,New York City,2021-10-18,Customer Service,Support Specialist,High School,61461,Satisfactory,No,1979-05-24,
00-89228847,Lisa,Smith,Male,Michigan,Grand Rapids,2017-07-15,IT,System Administrator,Bachelor,103771,Satisfactory,Yes,1988-01-18,
00-59171204,Christine,Turner,Male,New York,Rochester,2017-06-03,Marketing,Marketing Coordinator,Bachelor,70313,Satisfactory,No,1992-10-20,
00-19512542,Emily,Anderson,Male,Pennsylvania,Allentown,2015-12-13,IT,Software Developer,Master,78423,Good,No,1973-06-02,
00-38016352,Anita,Carpenter,Female,New York,Rochester,2022-04-12,Customer Service,Help Desk Technician,Bachelor,67912,Good,Yes,1988-09-26,
00-20731620,Geoffrey,Vasquez,Female,New York,New York City,2019-05-12,Sales,Sales Specialist,Bachelor,86099,Satisfactory,No,1962-03-29,
00-95753950,Natalie,Anderson,Female,New York,Buffalo,2016-05-03,Marketing,SEO Specialist,Bachelor,63211,Good,No,1994-01-26,
00-84896161,Jennifer,Hamilton,Female,New York,New York City,2022-04-12,Sales,Sales Representative,Bachelor,68194,Good,No,1985-03-18,
00-65828293,Darryl,Williams,Female,New York,Buffalo,2023-02-19,Customer Service,Customer Service Manager,PhD,87379,Good,No,1991-12-02,
00-17824896,Victor,Mcpherson,Female,Pennsylvania,Pittsburgh,2023-04-20,Marketing,Content Creator,Bachelor,62574,Good,Yes,1991-03-31,
00-45677170,Julie,Howe,Female,Michigan,Warren,2020-04-19,Customer Service,Support Specialist,High School,58975,Good,Yes,1963-11-20,
00-19447334,Raven,Baker,Male,New York,New York City,2023-11-19,IT,System Administrator,Master,82549,Good,No,1974-04-10,
00-20460308,Kathleen,Baker,Male,New York,New York City,2024-05-01,Sales,Sales Representative,Bachelor,77871,Good,No,1987-06-11,
00-79724133,Ryan,Martin,Female,New York,Buffalo,2016-10-13,Customer Service,Customer Service Representative,Bachelor,59929,Good,No,1976-05-26,
00-41006711,Virginia,Gallagher,Female,New York,Buffalo,2020-02-28,IT,IT Support Specialist,High School,53684,Good,No,1990-01-20,
00-35428946,Angela,Livingston,Female,New York,Buffalo,2017-09-05,IT,System Administrator,Master,100438,Good,No,1989-01-20,
00-98164473,Lauren,Brown,Male,North Carolina,Greensboro,2017-02-27,Sales,Sales Consultant,PhD,85079,Satisfactory,No,1987-12-29,
00-93929707,Brian,White,Female,Michigan,Detroit,2024-07-01,Sales,Sales Specialist,Master,85675,Satisfactory,No,1967-01-17,
00-84950330,Jorge,Mccarthy,Male,New York,New York City,2022-06-19,Sales,Sales Specialist,PhD,63319,Good,No,1968-10-08,
00-65725133,Darren,Woodard,Male,New York,New York City,2022-07-12,Customer Service,Help Desk Technician,High School,72086,Good,Yes,1974-12-16,
00-95714702,Billy,Kelly,Female,North Carolina,Charlotte,2020-10-02,Customer Service,Customer Service Representative,Bachelor,60457,Satisfactory,No,1972-05-09,
00-71568435,Ann,Ellis,Female,New York,Rochester,2022-02-13,Sales,Sales Specialist,PhD,102824,Good,Yes,1978-06-27,
00-67321034,Meghan,Camacho,Male,New York,New York City,2023-02-18,Operations,Inventory Specialist,High School,66058,Good,Yes,1977-02-21,
00-32388767,Michael,Harris,Male,New York,New York City,2023-04-21,Sales,Sales Consultant,PhD,100688,Needs Improvement,No,1964-09-22,
00-83815115,Henry,Jackson,Female,Pennsylvania,Allentown,2019-07-17,Customer Service,Support Specialist,Bachelor,60642,Good,No,1982-07-13,
00-55300210,Lynn,Elliott,Female,New York,Buffalo,2022-09-15,Operations,Logistics Coordinator,Bachelor,57301,Excellent,No,1989-04-29,
00-81658908,Brenda,Silva,Male,New York,New York City,2024-01-02,Operations,Logistics Coordinator,Bachelor,67466,Good,No,1984-07-22,
00-69460086,Alicia,Duncan,Male,New York,Rochester,2024-06-10,Operations,Inventory Specialist,Bachelor,59287,Good,No,2005-08-25,
00-52299387,Samantha,Sanchez,Female,Michigan,Warren,2020-07-12,Operations,Inventory Specialist,High School,55205,Needs Improvement,No,1969-05-08,
00-53574336,Erica,Clay,Female,New York,New York City,2023-01-11,IT,IT Support Specialist,High School,60131,Good,No,1967-10-08,
00-65343779,Justin,Zavala,Male,North Carolina,Greensboro,2022-02-17,Operations,Operations Analyst,Master,84167,Excellent,No,1977-04-22,
00-67792552,Phillip,Garza,Male,New York,Rochester,2023-02-11,Customer Service,Help Desk Technician,High School,77395,Satisfactory,Yes,1995-12-06,
00-53412847,Mary,Hernandez,Female,New York,Rochester,2021-02-01,Sales,Sales Representative,Bachelor,60337,Good,No,1992-01-10,
00-85584002,Steve,Zimmerman,Male,Illinois,Naperville,2020-07-05,Customer Service,Customer Service Representative,High School,63665,Good,No,1970-10-13,
00-60340113,Shawn,Moses,Female,Michigan,Grand Rapids,2022-08-19,Sales,Sales Specialist,Bachelor,78429,Excellent,No,1966-10-07,
00-44103265,Diane,Rivera,Male,North Carolina,Raleigh,2018-01-18,IT,IT Support Specialist,High School,65745,Good,No,1993-03-11,
00-70720566,Diana,Tapia,Female,New York,Buffalo,2019-05-07,Marketing,SEO Specialist,Bachelor,58617,Good,No,1987-05-23,
00-63296593,Stacey,Cooke,Female,Pennsylvania,Pittsburgh,2015-12-19,Sales,Sales Consultant,Master,90944,Satisfactory,Yes,1996-08-22,
00-14652375,Susan,Carroll,Female,New York,Buffalo,2024-03-23,Marketing,Content Creator,High School,56807,Good,No,1991-08-31,
00-89961933,Michelle,Solis,Male,New York,Buffalo,2015-04-20,IT,Software Developer,Master,76623,Satisfactory,No,1999-01-03,
00-28130896,Marcus,Brown,Male,New York,New York City,2024-01-28,Customer Service,Customer Service Representative,High School,62628,Good,No,1993-01-18,
00-50512501,Amy,Guzman,Female,New York,Buffalo,2015-02-05,Marketing,Marketing Coordinator,Bachelor,57268,Good,No,2003-07-25,
00-39781129,Raymond,Thompson,Male,Michigan,Warren,2017-10-27,Sales,Sales Specialist,PhD,65203,Good,No,1986-01-23,
00-52265790,Michelle,Davis,Male,Florida,Miami,2015-11-28,Operations,Inventory Specialist,Bachelor,61493,Satisfactory,No,1975-01-06,
00-47038339,Jared,Price,Female,Pennsylvania,Philadelphia,2024-06-05,Operations,Inventory Specialist,Bachelor,52753,Satisfactory,No,1999-06-27,
00-78621697,Justin,Goodwin,Female,New York,Rochester,2020-09-11,Marketing,SEO Specialist,High School,73478,Needs Improvement,No,1979-05-30,
00-86720441,Eric,Evans,Male,New York,Rochester,2017-11-08,Customer Service,Help Desk Technician,Bachelor,67054,Good,Yes,1963-12-01,
00-15064880,Ryan,Drake,Female,New York,New York City,2019-05-01,Finance,Financial Analyst,Bachelor,71055,Good,Yes,1971-06-01,
00-30952341,Rebecca,Munoz,Male,Michigan,Warren,2017-05-20,Operations,Operations Analyst,Bachelor,70191,Satisfactory,Yes,1982-03-02,
00-59269031,Elizabeth,Collier,Male,New York,Buffalo,2023-07-19,Operations,Inventory Specialist,High School,65817,Satisfactory,Yes,1996-06-04,
00-43535226,James,Griffin,Male,New York,Rochester,2017-05-31,Marketing,Marketing Coordinator,Bachelor,64938,Excellent,No,1992-09-19,
00-50305910,Thomas,Hart,Male,New York,Rochester,2016-06-13,IT,IT Support Specialist,High School,61476,Excellent,No,1980-08-30,
00-63660012,Christopher,Henderson,Female,New York,New York City,2020-05-23,Sales,Sales Representative,Bachelor,52129,Good,Yes,2001-07-01,
00-39183937,Christina,Hamilton,Female,Michigan,Grand Rapids,2022-06-15,Marketing,SEO Specialist,Bachelor,67718,Satisfactory,No,1972-02-16,
00-53579429,Christopher,Palmer,Male,New York,New York City,2023-06-30,IT,IT Support Specialist,High School,64179,Satisfactory,No,1991-10-29,
00-33206579,Erica,Holland,Female,Illinois,Chicago,2019-10-05,Customer Service,Help Desk Technician,Bachelor,53083,Satisfactory,No,1988-03-09,
00-87340611,Eric,Simpson,Male,New York,Rochester,2023-09-02,IT,Software Developer,Master,98239,Good,No,1998-11-18,
00-22799546,Deborah,Miller,Male,New York,New York City,2020-06-30,Operations,Operations Analyst,Master,77370,Good,No,1968-04-05,
00-50318100,Samuel,Solomon,Male,New York,Rochester,2015-07-05,Customer Service,Help Desk Technician,High School,64160,Good,No,1996-07-31,
00-87347488,Kevin,Joyce,Female,Michigan,Warren,2018-09-23,IT,IT Support Specialist,High School,62809,Satisfactory,Yes,1979-10-18,
00-17505818,Rebecca,Skinner,Female,New York,Rochester,2024-07-22,Customer Service,Help Desk Technician,High School,80333,Good,Yes,1968-02-15,
00-54881018,Ronald,Carroll,Male,New York,New York City,2018-08-02,Operations,Logistics Coordinator,Bachelor,70850,Good,No,1972-03-01,
00-68291349,Charles,Williams,Female,Pennsylvania,Allentown,2019-02-11,Operations,Inventory Specialist,High School,57872,Good,No,1994-11-23,
00-26178675,William,Gutierrez,Female,New York,Buffalo,2023-06-30,Operations,Logistics Coordinator,Bachelor,55828,Good,No,1970-12-12,
00-40429530,Donna,Carroll,Male,New York,Buffalo,2022-04-09,Operations,Inventory Specialist,High School,61875,Satisfactory,Yes,1962-02-25,
00-90839556,Michael,Richards,Female,New York,New York City,2024-10-25,Operations,Logistics Coordinator,Bachelor,59233,Good,Yes,1965-12-13,
00-95078886,Wesley,Wilson,Male,New York,Buffalo,2023-09-14,Sales,Sales Representative,Bachelor,68341,Good,Yes,1989-02-03,
00-61336531,Steven,Hartman,Male,North Carolina,Charlotte,2016-11-23,Operations,Inventory Specialist,High School,59607,Satisfactory,No,1975-10-14,
00-80381542,Phillip,Miller,Male,Illinois,Chicago,2015-12-07,Sales,Sales Representative,Bachelor,64827,Satisfactory,No,1995-07-31,
00-82468141,Janet,Edwards,Male,New York,Buffalo,2020-10-08,Operations,Inventory Specialist,Bachelor,62733,Satisfactory,No,2004-10-31,
00-53866598,Spencer,Santiago,Male,New York,Rochester,2020-08-30,Marketing,Content Creator,Bachelor,62983,Satisfactory,No,1983-08-01,
00-39634895,Lindsey,Peterson,Male,North Carolina,Raleigh,2017-12-23,IT,Software Developer,Master,82303,Needs Improvement,No,1995-10-10,
00-62731823,Monica,Lopez,Female,New York,New York City,2024-03-12,HR,HR Assistant,High School,56674,Good,No,1996-05-23,
00-89877290,Christian,Hendrix,Male,New York,Buffalo,2020-04-10,IT,IT Support Specialist,Bachelor,71188,Good,No,1972-01-08,
00-22090729,Monica,Rodriguez,Female,New York,Rochester,2017-07-27,Finance,Accountant,Bachelor,88111,Satisfactory,No,1962-07-26,
00-48894019,Andrew,Foster,Female,New York,Buffalo,2023-01-06,Operations,Operations Analyst,Master,63474,Good,Yes,1999-03-10,
00-29865888,George,Woods,Male,New York,New York City,2017-09-26,Operations,Inventory Specialist,High School,64504,Good,No,1961-01-30,
00-21079017,Richard,Sandoval,Male,New York,Rochester,2019-10-17,IT,Software Developer,Master,83864,Good,Yes,1974-02-18,
00-16618423,Carolyn,Tucker,Male,New York,New York City,2020-08-28,HR,Recruiter,Bachelor,64628,Good,No,1962-06-13,
00-45239935,Lisa,Jensen,Female,New York,New York City,2016-09-25,Sales,Sales Consultant,Bachelor,84879,Good,Yes,1998-06-14,
00-77353558,Emily,Vaughn,Female,New York,New York City,2019-06-03,Marketing,Content Creator,Bachelor,59539,Satisfactory,No,1982-06-30,
00-27498659,Linda,Miller,Male,New York,Rochester,2022-02-22,Operations,Operations Analyst,Bachelor,95711,Good,Yes,1976-08-09,
00-74548325,Alexander,Rodriguez,Female,New York,Buffalo,2020-01-07,Sales,Sales Specialist,Bachelor,88543,Needs Improvement,No,1968-06-23,
00-75479608,Heather,Lopez,Male,North Carolina,Raleigh,2019-01-11,Customer Service,Customer Service Representative,Bachelor,67350,Satisfactory,No,1990-11-10,
00-86682706,Jason,Wong,Male,New York,New York City,2017-09-10,Operations,Inventory Specialist,Bachelor,64819,Excellent,No,2000-06-28,
00-92677695,John,Wilkinson,Female,New York,New York City,2024-11-29,Operations,Inventory Specialist,Bachelor,52809,Good,No,1993-02-19,
00-80363346,Kristy,Lee,Female,New York,Buffalo,2017-04-27,Operations,Inventory Specialist,High School,64840,Good,No,1984-12-15,
00-19615892,Kayla,Hernandez,Female,Virginia,Norfolk,2017-06-13,Operations,Logistics Coordinator,Bachelor,59116,Satisfactory,No,2003-08-15,
00-67722445,Andrew,Martin,Male,New York,Rochester,2018-03-01,Operations,Inventory Specialist,High School,54702,Good,No,2004-10-16,
00-87311859,Joanne,Wallace,Female,Pennsylvania,Allentown,2016-07-07,Sales,Sales Representative,Bachelor,63621,Satisfactory,No,1984-11-13,
00-65510043,Thomas,Heath,Male,Ohio,Cleveland,2019-08-16,Marketing,Marketing Coordinator,Bachelor,66416,Satisfactory,Yes,1984-06-25,
00-56749089,John,Phillips,Male,New York,New York City,2017-11-19,Finance,Financial Analyst,Master,89791,Good,Yes,1996-02-18,
00-56241350,Martha,Williams,Male,Michigan,Grand Rapids,2020-01-04,IT,IT Support Specialist,High School,60413,Satisfactory,No,1978-09-18,
00-13248985,Curtis,Abbott,Male,New York,New York City,2022-06-17,Operations,Inventory Specialist,Bachelor,60747,Satisfactory,No,1985-03-25,
00-32717056,Tiffany,Allison,Female,New York,New York City,2024-10-13,Operations,Inventory Specialist,High School,56822,Good,Yes,1980-12-16,
00-92707781,Beth,Simon,Female,New York,Buffalo,2023-04-23,Finance,Accounts Payable Specialist,Bachelor,55833,Good,No,1998-03-30,
00-69352435,Benjamin,Ross,Female,Michigan,Detroit,2021-07-19,Marketing,SEO Specialist,Bachelor,72633,Needs Improvement,No,1996-10-23,
00-69118000,Brittany,Carr,Male,New York,Buffalo,2015-09-21,Operations,Operations Analyst,Bachelor,78171,Good,No,1961-03-24,
00-41338443,Rebecca,Dillon,Male,New York,Rochester,2017-04-01,Operations,Inventory Specialist,Bachelor,70194,Excellent,No,1994-07-08,
00-60173377,Jennifer,Rice,Female,Michigan,Warren,2017-06-13,Finance,Finance Manager,Master,134173,Satisfactory,No,1978-05-19,
00-21517819,Barbara,Tran,Male,Michigan,Warren,2016-04-14,Marketing,SEO Specialist,High School,57088,Good,No,1969-02-25,
00-17319968,Patricia,Butler,Male,New York,New York City,2017-07-03,Operations,Operations Analyst,Bachelor,71969,Good,No,1995-02-06,
00-93349536,Daryl,Dean,Female,New York,New York City,2024-09-07,IT,System Administrator,Master,75779,Good,No,1974-11-08,
00-48612439,Michael,Terry,Male,New York,Rochester,2015-01-09,Operations,Logistics Coordinator,Bachelor,63888,Good,No,1995-09-12,
00-24935479,Evan,Barber,Male,North Carolina,Greensboro,2018-07-02,Marketing,SEO Specialist,Bachelor,102226,Excellent,No,1961-04-23,
00-73242092,Maurice,Hall,Female,New York,New York City,2015-03-27,Sales,Sales Specialist,PhD,71108,Good,No,1971-05-06,
00-38052785,Briana,Cohen,Male,New York,New York City,2022-12-24,Customer Service,Help Desk Technician,High School,56552,Satisfactory,Yes,1978-09-04,
00-38437423,Carrie,Kirby,Male,Michigan,Detroit,2017-09-13,IT,Software Developer,Master,79395,Satisfactory,No,1982-09-29,
00-80231557,Taylor,Ware,Male,Michigan,Detroit,2022-10-08,Sales,Sales Consultant,Bachelor,84272,Excellent,No,1968-02-18,
00-83658696,Jennifer,Moyer,Male,New York,New York City,2019-11-20,Operations,Inventory Specialist,Bachelor,67855,Good,No,1994-04-16,
00-28971329,Shelly,Delgado,Male,Virginia,Norfolk,2022-05-20,Sales,Sales Consultant,Master,79168,Good,No,1993-12-06,
00-99692417,Laura,Marsh,Female,New York,Buffalo,2015-11-24,IT,Software Developer,Master,102527,Satisfactory,No,1982-10-09,
00-88249598,Fernando,Clark,Female,New York,New York City,2023-09-26,Operations,Inventory Specialist,High School,61066,Satisfactory,Yes,1981-04-29,
00-80705777,Kara,Estrada,Male,Michigan,Detroit,2015-02-20,Sales,Sales Specialist,PhD,67692,Satisfactory,No,1964-07-26,
00-32859916,Glen,Moore,Female,New York,Buffalo,2016-07-10,Operations,Operations Manager,Master,101032,Excellent,No,1982-02-21,
00-36936968,Craig,Perry,Male,New York,Rochester,2023-07-11,Customer Service,Support Specialist,High School,64522,Satisfactory,No,1987-12-09,
00-92941828,Kevin,Clark,Male,New York,Rochester,2017-01-19,Operations,Inventory Specialist,Bachelor,62769,Needs Improvement,Yes,1990-09-14,
00-72405984,Yvette,Howard,Female,Illinois,Chicago,2022-04-12,Sales,Sales Consultant,PhD,109222,Good,No,1980-07-09,
00-11118594,Michael,Moore,Male,New York,Rochester,2016-11-17,Customer Service,Support Specialist,High School,55467,Excellent,No,1973-07-31,
00-98633740,Michele,Gordon,Female,New York,Buffalo,2017-11-10,Operations,Logistics Coordinator,Bachelor,54462,Satisfactory,No,1994-12-07,
00-98597172,Bryce,Jordan,Female,New York,New York City,2018-08-28,Customer Service,Support Specialist,Bachelor,68868,Satisfactory,No,1964-08-30,
00-24480943,Jeremy,Hoffman,Female,New York,New York City,2015-07-08,Customer Service,Help Desk Technician,High School,75914,Good,No,1976-05-04,
00-97162488,Jonathan,Peterson,Female,Michigan,Warren,2018-05-18,Operations,Logistics Coordinator,Bachelor,55324,Satisfactory,No,1971-04-27,
00-61096850,Kayla,Carrillo,Female,Michigan,Grand Rapids,2020-08-04,Sales,Sales Consultant,Bachelor,87805,Good,Yes,1982-01-15,
00-23368583,Joseph,Hernandez,Female,Michigan,Detroit,2023-09-26,Finance,Accounts Payable Specialist,Bachelor,54083,Good,Yes,2002-10-05,
00-75050252,Morgan,Munoz,Male,New York,Buffalo,2023-02-10,Operations,Logistics Coordinator,Bachelor,62051,Satisfactory,No,1991-02-23,
00-81344862,Jasmine,House,Female,Ohio,Cleveland,2016-06-19,IT,Software Developer,Bachelor,104637,Good,No,1972-06-22,
00-36692577,Lauren,Estes,Male,New York,Rochester,2020-10-20,Marketing,SEO Specialist,High School,80214,Satisfactory,No,1986-03-17,
00-71469875,Daniel,Rodriguez,Female,New York,Rochester,2020-08-25,Operations,Logistics Coordinator,Bachelor,63647,Needs Improvement,No,1988-09-30,
00-12884132,Chelsea,Garrison,Female,New York,New York City,2015-02-09,IT,Software Developer,Bachelor,85759,Needs Improvement,No,1988-01-05,
00-81056927,Madison,Williams,Female,New York,Buffalo,2018-02-10,Sales,Sales Specialist,Bachelor,78653,Satisfactory,No,1974-01-15,
00-75757673,Gary,Wilson,Male,New York,New York City,2019-03-21,Marketing,SEO Specialist,Bachelor,76150,Satisfactory,No,1965-09-19,
00-31072888,Rhonda,Moore,Male,New York,New York City,2015-04-24,Operations,Logistics Coordinator,Bachelor,68449,Excellent,No,1981-06-10,
00-57232974,Jean,Gill,Female,New York,Buffalo,2018-07-13,Finance,Accounts Payable Specialist,Bachelor,54117,Excellent,No,1975-01-13,
00-50577537,Jessica,Garcia,Female,New York,Buffalo,2017-09-09,Sales,Sales Consultant,PhD,108594,Satisfactory,No,1988-06-13,
00-77276832,Michael,Fuentes,Male,New York,New York City,2017-02-17,Sales,Sales Representative,Bachelor,73921,Good,No,1977-05-04,
00-18322800,Melinda,Gonzales,Male,New York,New York City,2021-06-11,Sales,Sales Representative,Bachelor,78982,Good,No,1993-07-23,
00-61965156,Kayla,Smith,Female,New York,Rochester,2023-11-21,Sales,Sales Consultant,Bachelor,84658,Needs Improvement,Yes,1997-04-24,
00-13954845,Lisa,Peterson,Female,New York,Rochester,2024-07-15,Operations,Inventory Specialist,Bachelor,59207,Excellent,No,1986-04-04,
00-47606981,George,Adams,Male,New York,Buffalo,2017-10-05,Sales,Sales Consultant,Bachelor,93779,Satisfactory,No,1989-11-01,
00-55873760,Kari,Ward,Male,New York,New York City,2023-09-16,Customer Service,Support Specialist,Bachelor,64709,Good,Yes,1990-08-29,
00-98171888,John,Mullins,Male,New York,New York City,2017-07-25,IT,Software Developer,Master,78871,Good,No,2004-07-21,
00-61298971,Robert,Perez,Male,New York,Buffalo,2020-11-07,Operations,Inventory Specialist,Bachelor,66911,Good,Yes,1986-10-25,
00-92201431,Roy,Hardin,Male,New York,Rochester,2023-12-15,Finance,Accounts Payable Specialist,Bachelor,67384,Good,No,1994-08-28,
00-40524866,Stephen,Phelps,Female,New York,Buffalo,2019-11-05,Sales,Sales Representative,Bachelor,54252,Good,No,1990-05-27,
